"Dataset_ID","Project","Event_LegacyPollen 1.0","Event","Event_Neotoma","Neotoma_DOI","Neotoma_comment","Data_Source","Site_ID","Site_Name","Site_Name_Clean","Latitude","Longitude","Elevation","Continent","Basin_Type","Data_Type","Number_Pollen_Samples","AgeModel_Source","Number_Datings","minimum_meanAge","maximum_meanAge","mean_resolution_meanAge","range_meanAge","Site_Description","Submission_Pollendata","Publication_1","Publication_DOI_1","Publication_2","Publication_DOI_2","Publication_3","Publication_DOI_3","Publication_4","Publication_DOI_4","Publication_5","Publication_DOI_5","Publication_6","Publication_DOI_6","Publication_7","Publication_DOI_7","Publication_8","Publication_DOI_8","Basin_Area","Basin_Source","Basin_Comment"
42683,"LegacyPollen_1.0","KWI1","KWI1","KWI1","10.21233/ggnn-mk26","","Neotoma (last access: 1 April 2021)",24246,"Wildseemoor-Kaltenbronn","Wildseemoor-Kaltenbronn",48.71804,8.458815,909,"Europe","Peat","Raw",121,"AWI",12,933,8736,65,7803,"Mire. Physiography: Watershed between Grosse Enz and Murg.",NA,"Rosch, M., 2009. Botanical evidence for prehistoric and medieval land use in Black Forest. In: Medieval Rural Settlement in Marginal Landscapes ed by J. Klapste and P. Sommer (pp.335-343). Brepols, Turnhout.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2377871.47950211,"FIXED_100","Chenhzi: site description. Lake shapes: ? Probably swamp over peat?"
42685,"LegacyPollen_1.0","KWI2","KWI2","KWI2","10.21233/qzek-wp34","","Neotoma (last access: 1 April 2021)",24246,"Wildseemoor-Kaltenbronn","Wildseemoor-Kaltenbronn",48.71804,8.458815,909,"Europe","Peat","Raw",179,"AWI",16,2535,9907,41.4,7372,"Mire. Physiography: Watershed between Grosse Enz and Murg.",NA,"Rosch, M., 2009. Botanical evidence for prehistoric and medieval land use in Black Forest. In: Medieval Rural Settlement in Marginal Landscapes ed by J. Klapste and P. Sommer (pp.335-343). Brepols, Turnhout.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2377871.47950211,"FIXED_100","Chenhzi: site description. Lake shapes: ? Probably swamp over peat?"
42687,"LegacyPollen_1.0","HES2","HES2","HES2","10.21233/cecw-sb96","","Neotoma (last access: 1 April 2021)",24247,"Herrenwieser See","Herrenwieser See",48.66846,8.29549,830,"Europe","Lake","Raw",64,"AWI",15,-66,2519,41,2585,"Lake. Physiography: Cirque. Surrounding vegetation: Forest.","2008-09-09 00:00:00","Rosch, M., 2009. Botanical evidence for prehistoric and medieval land use in Black Forest. In: Medieval Rural Settlement in Marginal Landscapes ed by J. Klapste and P. Sommer (pp.335-343). Brepols, Turnhout.",NA,"Rosch, M., 2012. Vegetation and forest use in the northern Black Forest for six millennia based on profundal cores from the Herrenwieser See. Mitt. Ver. for Forstl. Location customer Forstpflanzenz , 47 , pp.43-64 (in German).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10134.23,"GIS","l, GE, L2,"
42689,"LegacyPollen_1.0","MINDGES5","MINDGES5","MINDGES5","10.21233/kngt-v975","","Neotoma (last access: 1 April 2021)",24248,"Mindelsee","Mindelsee",47.75398,9.024175,406,"Europe","Lake","Raw",306,"AWI",3,-60,1862,6.3,1922,"Glacial lake. Physiography: Molasse basin with drumlins. Surrounding vegetation: Cultivated fields and forest.","2007-11-01 00:00:00","Rosch, M., 2013. Change of land use during the last two millennia as indicated in the pollen record of a profundal core from Mindelsee, Lake Constance Region, Southwest Germany. Von Sylt bis Kastanas: Festschrift fur Helmut Johannes Kroll. Offa, 69(70), pp.335-370 (in German).",NA,"Rosch, M., Kleinmann, A., Lechterbeck, J. and Wick, L., 2014. Botanical off-site and on-site data as indicators of different land use systems: a discussion with examples from Southwest Germany. Vegetation history and archaeobotany, 23(1), pp.121-133.","https://doi.org/10.1007/s00334-014-0437-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897651.2,"GIS","l, LW, L1,"
42692,"LegacyPollen_1.0","HES1","HES1","HES1","10.21233/k65h-1n80","","Neotoma (last access: 1 April 2021)",24247,"Herrenwieser See","Herrenwieser See",48.66846,8.29549,830,"Europe","Lake","Raw",354,"AWI",26,-37,11191,31.8,11228,"Lake. Physiography: Cirque. Surrounding vegetation: Forest.","2006-09-04 00:00:00","Rosch, M., 2012. Vegetation and forest use in the northern Black Forest for six millennia based on profundal cores from the Herrenwieser See. Mitt. Ver. for Forstl. Location customer Forstpflanzenz , 47 , pp.43-64 (in German).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10126.8,"GIS","l, GE, L2, Shape has Dataset_ID 42687"
42712,"LegacyPollen_1.0","MOOSENF","MOOSENF","MOOSENF","10.21233/t318-n046","","Neotoma (last access: 1 April 2021)",24267,"Moose Pond","Moose Pond",47.9329,-55.5557,130,"Eastern North America","Lake","Raw",15,"AWI",2,9239,13586,310.5,4347,"The only aquatic vegetation identified in the pond was Nuphar variegatum. Poaceae, Filicales, Thalictrum, Potentilla, and thickets of Alnus rugosa grow around the water's edge. Alder thickets, Salix, and various herbs occupy the sides of the logging road leading to the pond. The main forest species in this area are Picea mariana and Betula papyrifera.","1989-07-01 00:00:00","Vardy, S.R., 1991. The deglaciation and early postglacial environmental history of southcentral Newfoundland: evidence from the palynostratigraphy and geochemical stratigraphy of lake sediments. Master's thesis. Memorial University of Newfoundland, St. John's, Newfounland and Labrador, Canada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431405.6,"Google Earth","Chenhzi: site description. Lake shapes: l Several lakes nearby."
42714,"LegacyPollen_1.0","GKSA","GKSA","GKSA","10.21233/zspv-ta39","","Neotoma (last access: 1 April 2021)",24268,"Großer Krebssee","Grosser Krebssee",52.8455,14.10019,5,"Europe","Lake","Raw",160,"AWI",14,3720,12446,54.9,8726,"Lake. Physiography: Glacial depression. Vegetation formation: Transitional beech frst/continental land.","1997-01-01 00:00:00","Jahns, S., 1999. Pollen analysis studies at the Grosser Krebssee, East Brandenburg. Germania , 77 , pp. 637-659 (in German).",NA,"Jahns, S., 2000. Late-glacial and Holocene woodland dynamics and land-use history of the Lower Oder valley, north-eastern Germany, based on two, AMS 14 C-dated, pollen profiles. Vegetation History and Archaeobotany, 9(2), pp.111-123.","https://doi.org/10.1007/BF01300061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109042.5,"GIS","l, GE, L2,"
42716,"LegacyPollen_1.0","GKREBSEE","GKREBSEE","GKREBSEE","10.21233/7mz3-tp55","","Neotoma (last access: 1 April 2021)",24268,"Großer Krebssee","Grosser Krebssee",52.8455,14.10019,5,"Europe","Lake","Raw",124,"AWI",5,712,5292,37.2,4580,"Lake. Physiography: Glacial depression. Vegetation formation: Transitional beech frst/continental land.","1996-02-01 00:00:00","Jahns, S., 1999. Pollen analysis studies at the Grosser Krebssee, East Brandenburg. Germania , 77 , pp. 637-659 (in German).",NA,"Jahns, S., 2000. Late-glacial and Holocene woodland dynamics and land-use history of the Lower Oder valley, north-eastern Germany, based on two, AMS 14 C-dated, pollen profiles. Vegetation History and Archaeobotany, 9(2), pp.111-123.","https://doi.org/10.1007/BF01300061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108965.2,"GIS","l, GE, L2, Shape has Dataset_ID 42714"
42745,"LegacyPollen_1.0","KEYHOLE","KEYHOLE","KEYHOLE","10.21233/tekc-rz82","","Neotoma (last access: 1 April 2021)",24278,"Keyhold Pond","Keyhold Pond",61.07859,-138.373,826,"Western North America","Lake","Raw",98,"AWI",2,-3,12582,129.7,12585,"The slopes around the lake are steep and covered with grassland vegetation. The main components of the grasslands include Artemisia frigida and Agropyron yukonense. The boreal forest surrounding the grasslands is dominated by Picea glauca. Other important taxa in the area include Populus, Salix, and Betula glandulosa.","1999-07-01 00:00:00","Whittmire, C.M., 2001. Vegetative and fire history of the area surrounding Keyhole Pond, Yukon Territory. Master's thesis. University of Regina, Regina, Saskatchewan, Canada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36634.41,"GIS","l, GE, L2,"
43513,"LegacyPollen_1.0","CHAMPFER","CHAMPFER","CHAMPFER","10.21233/gpyr-c840","","Neotoma (last access: 1 April 2021)",24783,"Lej da Champfèr","Lej da Champfer",46.46994,9.80624,1791,"Europe","Lake","Raw",71,"AWI",17,-30,12003,171.9,12033,"Inlet and outlet: River Inn. Lake of mixed origin: tectonic and glacial. The main tree species in the area are Larix decidua, Pinus cembra, Picea abies and Pinus mugo subsp. uncinata.","1994-09-01 00:00:00","Gobet, E., Tinner, W., Bigler, C., Hochuli, P.A. and Ammann, B., 2005. Early-Holocene afforestation processes in the lower subalpine belt of the Central Swiss Alps as inferred from macrofossil and pollen records. The Holocene, 15(5), pp.672-686.","https://doi.org/10.1191/0959683605hl843rp","Gobet, E., Tinner, W., Hochuli, P.A., Van Leeuwen, J.F.N. and Ammann, B., 2003. Middle to Late Holocene vegetation history of the Upper Engadine (Swiss Alps): the role of man and fire. Vegetation History and Archaeobotany, 12(3), pp.143-163.","https://doi.org/10.1007/s00334-003-0017-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310983.3,"GIS","l, GE, L2,"
43525,"LegacyPollen_1.0","APHUINND","APHUINND","APHUINND","10.21233/5wvt-cm23","","Neotoma (last access: 1 April 2021)",24787,"Loch a'Phuinnd","Loch a'Phuinnd",57.35149,-7.26989,10,"Europe","Lake","Raw",105,"AWI",5,-54,14184,136.9,14238,"Lake lies on the Caltinish peninsula in northeast South Uist, Outer Hebrides. The peninsula is an area of low relief, generally less than 20 m altitude. Lake occupies a rock basin on he Lewisian gneiss. Soils are peaty gleys, peat, or peat rankers. Catchment vegetation is blanket peat or heathland with some rock outcrops. Trees and shrubs are absent except a small plantation near the shore.",NA,"Fossitt, J.A., 1996. Late Quaternary vegetation history of the Western Isles of Scotland. New Phytologist, 132(1), pp.171-196.","https://doi.org/10.1111/j.1469-8137.1996.tb04522.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8089.177,"GIS","l, GE, L2,"
43533,"LegacyPollen_1.0","BUAILAV","BUAILAV","BUAILAV","10.21233/81cx-my82","","Neotoma (last access: 1 April 2021)",24790,"Loch Buailaval Beag","Loch Buailaval Beag",58.26503,-6.7703,50,"Europe","Lake","Raw",79,"AWI",5,-51,13394,172.4,13445,"Lake lies on Isle Lewis, Outer Hebrides. Lake occupies a rock basin on he Lewisian gneiss, surrounded by rocky hills rising ~30 m. Soils are peaty gleys, peat, or peat rankers. Catchment vegetation is blanket peat or heathland with some rock outcrops. Trees and shrubs are absent except a small plantation near the shore.",NA,"Fossitt, J.A., 1996. Late Quaternary vegetation history of the Western Isles of Scotland. New Phytologist, 132(1), pp.171-196.","https://doi.org/10.1111/j.1469-8137.1996.tb04522.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6016.432,"GIS","l, GE, L2,"
44723,"LegacyPollen_1.0","SO89-23","SO89-23","SO89-23","10.21233/qk2b-8b38","","Neotoma (last access: 1 April 2021)",25893,"Soppensee","Soppensee",47.09077,8.08088,596,"Europe","Lake","Raw",265,"Neotoma_Calendar yr BP",87,-40,14115,53.6,14155,"Eutrophic hard-water lake of glacial origin, currently surrounded by agricultural fields.","1989-04-10 00:00:00","Hajdas, I. and Michczynski, A., 2010. Age-depth model of Lake Soppensee (Switzerland) based on the high-resolution 14 C chronology compared with varve chronology. Radiocarbon, 52(3), pp.1027-1040.","https://doi.org/10.1017/S0033822200046117","Lotter, A.F., 1999. Late-glacial and Holocene vegetation history and dynamics as shown by pollen and plant macrofossil analyses in annually laminated sediments from Soppensee, central Switzerland. Vegetation History and Archaeobotany, 8(3), pp.165-184.","https://doi.org/10.1007/BF02342718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218476.6,"GIS","l, LW, L1,"
44896,"LegacyPollen_1.0","CORORION","CORORION","CORORION","10.21233/hpgt-nm06","","Neotoma (last access: 1 April 2021)",25957,"Llyn Cororion","Llyn Cororion",53.19781,-4.10115,85,"Europe","Lake","Raw",156,"AWI",11,53,11052,71,10999,"Small kettle lake is on a plateau area separated from the Snowdonian mountains by a sharp break of slope to the south; to the north the gradient decreases gradually to the Menai Strait. A stream inflows from the southeast, and a drainage ditch bears northeast. The basin evenly shelves towards a central maximum water depth. The lake is one of a series of kettleholes associated with kame and esker topography that lies outside the Loch Lomond Stadial ice limit. Lake is surrounded by fringing reedswamp (Phragmites australis), which grades to the south/southwest to Salix-Alnus-Betula carr. Permanent pasture lies along the eastern and northern shores. The wider catchment is predominantly rough pasture, occasiional rock outcrops, and small patches of semi-natural Quercus-Betula woodland.","1987-04-01 00:00:00","Watkins, R., Scourse, J.D. and Allen, J.R., 2007. The Holocene vegetation history of the Arfon Platform, north Wales, UK. Boreas, 36(2), pp.170-181.","https://doi.org/10.1111/j.1502-3885.2007.tb01190.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6171.531,"GIS","l, GE, L2,"
44941,"LegacyPollen_1.0","KILOMYR","KILOMYR","KILOMYR","10.21233/phqc-me73","","Neotoma (last access: 1 April 2021)",25998,"Myrvatnet","Myrvatnet",68.66045,16.3814,197,"Europe","Lake","Raw",63,"AWI",6,-48,13333,215.8,13381,"Glacial orgin lake. Surrounding vegetation: Trees and shrubs. Vegetation formation: North-Boreal.","1994-08-02 00:00:00","Bjune, A.E., Seppa, H. and Birks, H.J.B., 2009. Quantitative summer-temperature reconstructions for the last 2000 years based on pollen-stratigraphical data from northern Fennoscandia. Journal of Paleolimnology, 41(1), p.43.","https://doi.org/10.1007/s10933-008-9254-y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57332.24,"GIS","l, GE, L2,"
44951,"LegacyPollen_1.0","KISMOHOS","KISMOHOS","KISMOHOS","10.21233/y4ss-7811","","Neotoma (last access: 1 April 2021)",26003,"Kis-Mohos Tó","Kis-Mohos To",48.33724,20.42514,315,"Europe","Peat","Raw",91,"AWI",13,-50,14572,162.5,14622,"Small Sphagnum peat bog. Physiography: Lake basin in valley. Surrounding vegetation: Quercus cerris and Carpinus betulus.",NA,"Willis, K.J., Braun, M., Sumegi, P. and Toth, A., 1997. Does soil change cause vegetation change or vice versa? A temporal perspective from Hungary. Ecology, 78(3), pp.740-750.","https://doi.org/10.1890/0012-9658(1997)078[0740:DSCCVC]2.0.CO;2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9852.03456165759,"FIXED_100","Chenhzi: publication. Lake shapes: ? current bog, former lake"
45101,"LegacyPollen_1.0","NISIB","NISIB","NISIB","10.21233/dztb-ga02","","Neotoma (last access: 1 April 2021)",26022,"Nisi Fen","Nisi Fen",40.81667,21.91667,475,"Europe","Peat","Raw",58,"AWI",13,590,11054,183.6,10464,"Fen. Physiography: Basin. Surrounding vegetation: Fen and cultivated fields.",NA,"Lawson, I.T., Al-Omari, S., Tzedakis, P.C., Bryant, C.L. and Christaniss, K., 2005. Lateglacial and Holocene vegetation history at Nisi Fen and the Boras mountains, northern Greece. The Holocene, 15(6), pp.873-887.","https://doi.org/10.1191/0959683605hl860ra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500144.692044149,"FIXED_100",NA
45103,"LegacyPollen_1.0","NISIE","NISIE","NISIE","10.21233/1bnj-jq13","","Neotoma (last access: 1 April 2021)",26022,"Nisi Fen","Nisi Fen",40.81667,21.91667,475,"Europe","Peat","Raw",24,"AWI",4,9523,19459,432,9936,"Fen. Physiography: Basin. Surrounding vegetation: Fen and cultivated fields.",NA,"Lawson, I.T., Al-Omari, S., Tzedakis, P.C., Bryant, C.L. and Christaniss, K., 2005. Lateglacial and Holocene vegetation history at Nisi Fen and the Boras mountains, northern Greece. The Holocene, 15(6), pp.873-887.","https://doi.org/10.1191/0959683605hl860ra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500144.692044149,"FIXED_100",NA
45105,"LegacyPollen_1.0","REZINA","REZINA","REZINA","10.21233/94ex-9803","","Neotoma (last access: 1 April 2021)",26023,"Rezina marsh","Rezina marsh",39.98778,20.77556,1760,"Europe","Peat","Raw",86,"AWI",8,61,11494,134.5,11433,"Marsh in lake. Physiography: Mountain. Surrounding vegetation: Herb, marsh. Vegetation formation: Beyond anthropogenic tree line.",NA,"Willis, K.J., 1992. The late Quaternary vegetational history of northwest Greece: II. Rezina marsh. New phytologist, 121(1), pp.119-138.","https://doi.org/10.1111/j.1469-8137.1992.tb01098.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30790.7495978336,"FIXED_100","Chenhzi: site description. Lake shapes: ? shape unclear"
45107,"LegacyPollen_1.0","GRAMOU","GRAMOU","GRAMOU","10.21233/dptw-0b10","","Neotoma (last access: 1 April 2021)",26024,"Lake Gramousti","Lake Gramousti",39.885,20.59528,400,"Europe","Lake","Raw",88,"AWI",5,1404,15180,158.3,13776,"Lake drained in 1961. Physiography: Doliana basin. Surrounding vegetation: Cultivation and grazing.",NA,"Willis, K.J., 1992. The late Quaternary vegetational history of northwest Greece: II. Rezina marsh. New phytologist, 121(1), pp.119-138.","https://doi.org/10.1111/j.1469-8137.1992.tb01098.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30171.8558450764,NA,"basin borders unclear"
45111,"LegacyPollen_1.0","LL13","LL13","LL13","10.21233/7mpt-6z64","","Neotoma (last access: 1 April 2021)",26026,"Langarud","Langarud",37.18556,50.1475,-22,"Asia","Peat","Raw",15,"AWI",2,-53,601,46.7,654,"Coastal wetland. Physiography: Depression. Surrounding vegetation: Agricultural land.",NA,"Haghani, S., Leroy, S.A., Khdir, S., Kabiri, K., Naderi Beni, A. and Lahijani, H.A.K., 2016. An early 'Little Ice Age'brackish water invasion along the south coast of the Caspian Sea (sediment of Langarud wetland) and its wider impacts on environment and people. The Holocene, 26(1), pp.3-16.","https://doi.org/10.1177/0959683615596835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIXED_100",NA
45115,"LegacyPollen_1.0","CLONEARL","CLONEARL","CLONEARL","10.21233/vs9g-8428","","Neotoma (last access: 1 April 2021)",26028,"Clonearl Bog","Clonearl Bog",53.31667,-7.3,98,"Europe","Peat","Raw",49,"AWI",7,1947,2864.5,19.1,917.5,"Peat bog. Physiography: Glacial till in lowland. Surrounding vegetation: Calluna vulg. forest & cultivated fields.","2004-08-01 00:00:00","Plunkett, G., Whitehouse, N.J., Hall, V.A., Charman, D.J., Blaauw, M., Kelly, E. and Mulhall, I., 2009. A multi-proxy palaeoenvironmental investigation of the findspot of an Iron Age bog body from Oldcroghan, Co. Offaly, Ireland. Journal of archaeological science, 36(2), pp.265-277.","https://doi.org/10.1016/j.jas.2008.09.014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3141592.65358979,"FIXED_100",NA
45117,"LegacyPollen_1.0","ZANOGUTI","ZANOGUTI","ZANOGUTI","10.21233/dm65-7k56","","Neotoma (last access: 1 April 2021)",26029,"Taul Zanogutii","Taul Zanogutii",45.33407,22.80349,1840,"Europe","Lake","Raw",124,"AWI",12,100,17827,144.1,17727,"Small glacial lake upstream. Physiography: Eruptive mountains. Surrounding vegetation: Marshes in dense woodstand. Vegetation formation: Forest limit.","1994-01-01 00:00:00","Farcas, S., de Beaulieu, J.L., Reille, M., Coldea, G., Diaconeasa, B., Goeury, C., Goslar, T. and Jull, T., 1999. First 14C datings of Late Glacial and Holocene pollen sequences from Romanian Carpathes. Comptes Rendus de l'Academie des Sciences-Series III-Sciences de la Vie, 322(9), pp.799-807.","https://doi.org/10.1016/S0764-4469(00)80039-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860.923,"GIS","l, GE, L2,"
45137,"LegacyPollen_1.0","IAZ","IAZ","IAZ","10.21233/bpfs-3r48","","Neotoma (last access: 1 April 2021)",26039,"Iaz","Iaz",47.10833,22.66111,300,"Europe","Peat","Raw",105,"AWI",6,-53,6907,66.9,6960,"Peat bog in the Mlastina de la Iaz Park. Physiography: Plopis Mountains. Surrounding vegetation: Forest of Fagus syl. & Quercus petraea. Vegetation formation: Meso-oligotrophic vegetation.",NA,"Grindean, R., Tantau, I., Farcas, S. and Panait, A., 2014. Middle to Late Holocene vegetation shifts in the NW Transylvanian lowlands (Romania). Studia UBB Geologia, 59(1), pp.29-37.","https://doi.org/10.5038/1937-8602.59.1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500144.692044149,"FIXED_100",NA
45144,"LegacyPollen_1.0","BLEDC","BLEDC","BLEDC","10.21233/t6dq-4b03","","Neotoma (last access: 1 April 2021)",26041,"Lake Bled","Lake Bled",46.36667,14.1,475,"Europe","Lake","Raw",45,"AWI",6,9466,19903,237.2,10437,"Lake. Physiography: Depression shaped by a glacier. Surrounding vegetation: Forest and cultivated fields.","2002-01-01 00:00:00","Andric, M., 2011. Lateglacial vegetation at Lake Bled and Griblje marsh (Slovenia): a comparison of (in Last Glacial Maximum) glaciated and non-glaciated landscapes. Opera Instituti Archaeoligici Sloveniae, 21, pp.235-249.",NA,"Andric, M., Massaferro, J., Eicher, U., Ammann, B., Leuenberger, M.C., Martincic, A., Marinova, E. and Brancelj, A., 2009. A multi-proxy Late-glacial palaeoenvironmental record from Lake Bled, Slovenia. Hydrobiologia, 631(1), pp.121-141.","https://doi.org/10.1007/s10750-009-9806-9","Lane, C.S., Andric, M., Cullen, V.L. and Blockley, S.P., 2011. The occurrence of distal Icelandic and Italian tephra in the Lateglacial of Lake Bled, Slovenia. Quaternary Science Reviews, 30(9-10), pp.1013-1018.","https://doi.org/10.1016/j.quascirev.2011.02.014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1267549,"GIS","l, LW, L1,"
45164,"LegacyPollen_1.0","KBG801","KBG801","KBG801","10.21233/qh50-8208","","Neotoma (last access: 1 April 2021)",26043,"Kara-Bogaz Gol","Kara-Bogaz Gol",41.85,53.25,-29,"Asia","Lake","Raw",16,"AWI",15,-53,128,12.1,181,"Coastal black throat lake. Physiography: Bay.","1999-11-01 00:00:00","Leroy, S.A.G., Marret, F., Giralt, S. and Bulatov, S.A., 2006. Natural and anthropogenic rapid changes in the Kara-Bogaz Gol over the last two centuries reconstructed from palynological analyses and a comparison to instrumental records. Quaternary International, 150(1), pp.52-70.","https://doi.org/10.1016/j.quaint.2006.01.007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87e+10,"GIS","l, LW, L2, check in gis. It is definitely a lake. Lake or part of caspian sea?"
45168,"LegacyPollen_1.0","ML9811","ML9811","ML9811","10.21233/scrs-nq43","","Neotoma (last access: 1 April 2021)",26044,"Lake Manyas","Lake Manyas",40.16667,28,14,"Europe","Lake","Raw",10,"AWI",2,68,4046,442,3978,"Eutrophic fresh-water lake. Physiography: Basin. Surrounding vegetation: Cultivated fields. Vegetation formation: Limit Mediterranean woodland.","1998-01-01 00:00:00","Leroy, S.A.G., Kazanci, N., Ileri, O., Kibar, M., Emre, O., McGee, E.J. and Griffiths, H.I., 2002. Abrupt environmental changes within a late Holocene lacustrine sequence south of the Marmara Sea (Lake Manyas, NW Turkey): possible links with seismic events. Marine Geology, 190(1-2), pp.531-552.","https://doi.org/10.1016/S0025-3227(02)00361-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5e+08,"GIS","l, LW, L2,"
45170,"LegacyPollen_1.0","IZNIK","IZNIK","IZNIK","10.21233/kn4a-fd55","","Neotoma (last access: 1 April 2021)",26045,"Lake Iznik","Lake Iznik",40.43389,29.53306,88,"Europe","Lake","Raw",111,"AWI",20,329.4,33063,297.6,32733.6,"Lake. Physiography: Middle strand of North Anatolian fault. Surrounding vegetation: Fagus orientalis and deciduous oaks. Vegetation formation: Euxinian mesic deciduous & mixed forest.","2009-01-01 00:00:00","Miebach, A., Niestrath, P., Roeser, P. and Litt, T., 2016. Impacts of climate and humans on the vegetation in northwestern Turkey: palynological insights from Lake Iznik since the Last Glacial. Climate of the Past, 12(2), pp.575-593.","https://doi.org/10.5194/cp-12-575-2016","Roeser, P.A., Franz, S.O., Litt, T., Ulgen, U.B., Hilgers, A., Wulf, S., Wennrich, V., On, S.A., Viehberg, F.A., Cagatay, M.N. and Melles, M., 2012. Lithostratigraphic and geochronological framework for the paleoenvironmental reconstruction of the last1/2 36 ka cal BP from a sediment record from Lake Iznik (NW Turkey). Quaternary International, 274, pp.73-87.","https://doi.org/10.1016/j.quaint.2012.06.006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+08,"GIS","l, LW, L2,"
45173,"LegacyPollen_1.0","SAR26","SAR26","SAR26","10.21233/qgv1-sv24","","Neotoma (last access: 1 April 2021)",26046,"Lake Sapanca","Lake Sapanca",40.71667,30.25,31,"Europe","Lake","Raw",37,"AWI",11,14.5,2669.5,73.8,2655,"Lake. Physiography: Basin. Surrounding vegetation: Agriculture. Vegetation formation: Euxinian domain.","2003-01-01 00:00:00","Leroy, S.A.G, Schwab, M.J. and Costa, P.J.M., 2010. Seismic influence on the last 1500-year infill history of Lake Sapanca (North Anatolian Fault, NW Turkey). Tectonophysics, 486(1-4), pp.15-27.","https://doi.org/10.1016/j.tecto.2010.02.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45366298,"GIS","l, LW, L2,"
45181,"LegacyPollen_1.0","TUB","TUB","TUB","10.21233/5ayt-5k20","","Neotoma (last access: 1 April 2021)",26049,"Tubilla del Lago","Tubilla del Lago",41.80833,-3.5725,900,"Europe","Peat","Raw",88,"AWI",11,20,7424,85.1,7404,"Small mire. Physiography: Valley bottom in hilly area. Surrounding vegetation: Cultivated fields.","2007-10-01 00:00:00","Morales-Molino, C., Tinner, W., Garcia-Anton, M. and Colombaroli, D., 2017. The historical demise of Pinus nigra forests in the Northern Iberian Plateau (south-western Europe). Journal of Ecology, 105(3), pp.634-646.","https://doi.org/10.1111/1365-2745.12702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7853.98163397448,"FIXED_100",NA
45184,"LegacyPollen_1.0","VALDECON","VALDECON","VALDECON","10.21233/7hq9-gy29","","Neotoma (last access: 1 April 2021)",26050,"Arroyo de Valdeconejos","Arroyo de Valdeconejos",40.86104,-4.06103,1380,"Europe","Peat","Raw",44,"AWI",3,-54,586,14.9,640,"Small mire lying in an open ridge. Physiography: Mountain. Surrounding vegetation: Pinus sylvestris & pyrenaica ecotome.","2014-01-01 00:00:00","Morales-Molino, C., Colombaroli, D., Valbuena-Carabana, M., Tinner, W., Salomon, R.L., Carrion, J.S. and Gil, L., 2017. Land-use history as a major driver for long-term forest dynamics in the Sierra de Guadarrama National Park (central Spain) during the last millennia: implications for forest conservation and management. Global and Planetary Change, 152, pp.64-75.","https://doi.org/10.1016/j.gloplacha.2017.02.012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1256.63706143592,"FIXED_100",NA
